step,loss
4640,3.1484
4660,2.8383
4680,3.0215
4700,3.0422
4720,3.1465
4740,3.1459
4760,3.1618
4780,2.8945
4800,2.7936
4820,2.8443
4840,2.9284
4860,3.0047
4880,3.1442
4900,2.9572
4920,3.0168
4940,2.8658
4960,2.9059
4980,2.8714
5000,3.3394
5020,3.0362
5040,2.9684
5060,3.0554
5080,2.9042
5100,2.8914
5120,3.0534
5140,2.8375
5160,3.1392
5180,2.4873
5200,3.0531
5220,2.8579
5240,3.1639
5260,2.8281
5280,2.7885
5300,2.8411
5320,2.8899
5340,3.0308
5360,2.9241
5380,2.9578
5400,3.0478
5420,2.9311
5440,2.8855
5460,2.9358
5480,3.0355
5500,2.9006
5520,2.8876
5540,3.1865
5560,2.7369
5580,3.1764
5600,2.7552
5620,3.0982
5640,2.7206
5660,2.7934
5680,2.5936
5700,2.8745
5720,2.9316
5740,2.7883
5760,2.6841
5780,2.9104
5800,3.2655
5820,3.0968
5840,2.8455
5860,2.76
5880,2.9583
5900,2.7098
5920,2.8906
5940,3.0718
5960,2.9674
5980,2.7523
6000,2.8397
6020,2.6613
6040,2.9908
6060,3.0197
6080,3.0831
6100,3.0827
6120,2.9516
6140,2.8121
6160,2.6612
6180,2.6811
6200,2.4909
6220,2.8337
6240,2.8745
6260,2.5561
6280,2.7371
6300,3.2067
6320,2.8702
6340,3.0581
6360,2.786
6380,2.9876
6400,3.0334
6420,2.6163
6440,2.7145
6460,2.8784
6480,3.1687
6500,2.7384
6520,2.9821
6540,2.8664
6560,2.6141
6580,2.8211
6600,2.6609
6620,3.0567
6640,2.9452
6660,2.8206
6680,2.9635
6700,2.5413
6720,2.7475
6740,2.6718
6760,2.9366
6780,2.4565
6800,2.673
6820,2.7387
6840,2.9282
6860,2.8565
6880,2.7891
6900,2.8048
6920,2.577
6940,2.8097
6960,2.8494
6980,2.84
7000,2.7426
7020,2.9185
7040,2.7983
7060,2.5328
7080,2.7972
7100,2.5359
7120,2.9465
7140,2.7677
7160,2.7071
7180,2.7069
7200,2.743
7220,2.6682
7240,2.5054
7260,2.5879
7280,2.8359
7300,2.6505
7320,2.8302
7340,2.6305
7360,2.6224
7380,3.0223
7400,2.6514
7420,3.0378
7440,2.9617
7460,2.9772
7480,2.9955
7500,2.5815
7520,2.9449
7540,2.8656
7560,2.9129
7580,2.8128
7600,2.6138
7620,2.9009
7640,2.4475
7660,3.0855
7680,2.4595
7700,2.8065
7720,2.6981
7740,2.5301
7760,2.8886
7780,2.7962
7800,2.8023
7820,2.6854
7840,2.7832
7860,2.6526
7880,2.8355
7900,2.7365
7920,2.7558
7940,2.7026
7960,2.7504
7980,2.6757
8000,2.5529
8020,2.6101
8040,2.5743
8060,2.5615
8080,2.7352
8100,2.6798
8120,2.6932
8140,2.7687
8160,2.927
8180,2.5755
8200,2.5395
8220,2.5958
8240,2.7777
8260,3.0722
8280,2.8394
8300,2.7675
8320,2.9485
8340,2.5531
8360,2.6268
8380,2.6105
8400,2.5137
8420,2.7755
8440,2.5163
8460,2.7991
8480,2.6862
8500,2.8549
8520,2.5153
8540,2.807
8560,2.9637
8580,2.6998
8600,2.7435
8620,2.6528
8640,2.6797
8660,3.0122
8680,2.8331
8700,2.8797
8720,2.7154
8740,2.8659
8760,2.6482
8780,2.7882
8800,2.7751
8820,2.8667
8840,2.9001
8860,2.5649
8880,2.5579
8900,2.6071
8920,2.617
8940,2.7562
8960,2.5213
8980,2.552
9000,2.9341
9020,2.7424
9040,3.2519
9060,2.5417
9080,2.6866
9100,2.6023
9120,2.6778
9140,2.7092
9160,2.8793
9180,2.6125
9200,2.9763
9220,2.8083
9240,2.6508
9260,2.7054
9280,2.5925
9300,2.3071
9320,2.5421
9340,2.436
9360,2.8461
9380,2.8644
9400,2.5737
9420,2.7481
9440,2.8008
9460,2.6559
9480,2.3837
9500,2.6798
9520,2.5941
9540,2.6155
9560,2.4946
9580,2.8803
9600,2.908
9620,2.5459
9640,2.3461
9660,2.6896
9680,2.7724
9700,2.753
9720,2.5506
9740,2.6074
9760,2.6973
9780,2.6048
9800,3.0102
9820,2.7831
9840,2.7637
9860,2.5837
9880,2.4441
9900,2.6027
9920,2.7888
9940,2.932
9960,2.3114
9980,2.6257
10000,2.6473
10020,2.6821
10040,2.6125
10060,2.7113
10080,2.6508
10100,2.6006
10120,2.8267
10140,2.6052
10160,2.5036
10180,2.6264
10200,2.7696
10220,2.3529
10240,2.6945
10260,2.5322
10280,2.6656
10300,2.5157
10320,2.3843
10340,2.6574
10360,2.7056
10380,2.7295
10400,2.5509
10420,2.6888
10440,2.7893
10460,2.8672
10480,2.6733
10500,2.3264
10520,2.5579
10540,2.9036
10560,2.4539
10580,2.6089
10600,2.4276
10620,2.7832
10640,2.3453
10660,2.7877
10680,2.6963
10700,2.9237
10720,2.6069
10740,2.6701
10760,2.5102
10780,2.6632
10800,2.5203
10820,2.3178
10840,2.5098
10860,2.7058
10880,2.7042
10900,2.6479
10920,2.533
10940,2.6113
10960,2.35
10980,2.8375
11000,3.0467
11020,2.5193
11040,2.5074
11060,2.5933
11080,2.3336
11100,2.6617
11120,2.6206
11140,2.37
11160,2.5866
11180,2.5732
11200,2.5558
11220,2.7379
11240,2.7869
11260,2.6134
11280,2.7299
11300,2.3802
11320,2.6289
11340,2.5055
11360,2.7713
11380,2.9324
11400,2.5344
11420,2.6317
11440,2.2329
11460,2.6338
11480,2.4777
11500,2.8271
11520,2.7086
11540,2.8643
11560,2.6563
11580,2.5309
11600,2.7099
11620,2.6091
11640,2.5204
11660,2.5448
11680,2.6656
11700,2.3997
11720,2.6286
11740,2.5002
11760,2.7409
11780,2.5039
11800,2.8919
11820,2.5344
11840,2.4494
11860,2.3391
11880,2.3384
11900,2.708
11920,2.769
11940,2.6263
11960,2.7183
11980,2.4233
12000,2.7298
12020,2.4838
12040,2.8473
12060,2.4843
12080,2.4172
12100,2.5516
12120,2.742
12140,2.4918
12160,2.7261
12180,2.4905
12200,2.4714
12220,2.3877
12240,2.5686
12260,2.9502
12280,2.77
12300,2.6079
12320,2.6054
12340,2.6003
12360,2.5859
12380,2.5294
12400,2.6491
12420,2.4119
12440,2.888
12460,2.4087
12480,2.7785
12500,2.4866
12520,2.5818
12540,2.4784
12560,2.5451
12580,2.3246
12600,2.3448
12620,2.5899
12640,2.4629
12660,2.5741
12680,2.7506
12700,2.505
12720,2.6949
12740,2.506
12760,2.5424
12780,2.4048
12800,2.346
12820,2.3441
12840,2.363
12860,2.7043
12880,2.4666
12900,2.6222
12920,2.5736
12940,2.3697
12960,2.572
12980,2.2802
13000,2.4764
13020,2.5337
13040,2.7127
13060,2.4627
13080,2.5855
13100,2.1987
13120,2.522
13140,2.7114
13160,2.4427
13180,2.4059
13200,2.565
13220,2.1945
13240,2.667
13260,2.7089
13280,2.5438
13300,2.489
13320,2.5434
13340,2.5799
13360,2.4783
13380,2.3419
13400,2.5429
13420,2.3656
13440,2.4605
13460,2.5051
13480,2.6609
13500,2.5734
13520,2.4413
13540,2.4272
13560,2.5898
13580,2.6172
13600,2.4608
13620,2.5455
13640,2.3182
13660,2.8191
13680,2.4917
13700,2.5533
13720,2.6226
13740,2.5805
13760,2.4486
13780,2.4061
13800,2.3755
13820,2.8025
13840,2.6161
13860,2.5271
13880,2.4296
13900,2.3131
13920,2.254
13940,2.3012
13960,2.5003
13980,2.6322
14000,2.6971
14020,2.3339
14040,2.413
14060,2.989
14080,2.3188
14100,2.5885
14120,2.7969
14140,2.7136
14160,2.4885
14180,2.369
14200,2.6711
14220,2.4683
14240,2.7668
14260,2.6486
14280,2.8036
14300,2.4706
14320,2.4371
14340,2.8434
14360,2.3532
14380,2.632
14400,2.3563
14420,2.5831
14440,2.5829
14460,2.4843
14480,2.5594
14500,2.5165
14520,2.6798
14540,2.5244
14560,2.4874
14580,2.4791
14600,2.4328
14620,2.4428
14640,2.6291
14660,2.2358
14680,2.5264
14700,2.3935
14720,2.6361
14740,2.2814
14760,2.5132
14780,2.4178
14800,2.4968
14820,2.437
14840,2.5539
14860,2.431
14880,2.5435
14900,2.5167
14920,2.5095
14940,2.3564
14960,2.6565
14980,2.5616
15000,2.6686
15020,2.7318
15040,2.4043
15060,2.2629
15080,2.2907
15100,2.4321
15120,2.3419
15140,2.5168
15160,2.333
15180,2.6819
15200,2.4876
15220,2.528
15240,2.4238
15260,2.6315
15280,2.4715
15300,2.2735
15320,2.436
15340,2.4628
15360,2.3914
15380,2.222
15400,2.5541
15420,2.5546
15440,2.3834
15460,2.3617
15480,2.4212
15500,2.3095
15520,2.708
15540,2.3744
15560,2.3388
15580,2.3517
15600,2.5045
15620,2.3846
15640,2.2507
15660,2.5939
15680,2.5439
15700,2.4589
15720,2.5284
15740,2.6034
15760,2.6017
15780,2.7488
15800,2.6166
15820,2.4744
15840,2.5146
15860,2.2552
15880,2.6617
15900,2.4101
15920,2.6443
15940,2.3496
15960,2.6464
15980,2.6616
16000,2.4396
16020,2.4104
16040,2.2538
16060,2.285
16080,2.4821
16100,2.2972
16120,2.3907
16140,2.606
16160,2.4777
16180,2.3155
16200,2.5387
16220,2.6153
16240,2.421
16260,2.4759
16280,2.534
16300,2.4936
16320,2.4912
16340,2.4029
16360,2.6031
16380,2.557
16400,2.6888
16420,2.4939
16440,2.4481
16460,2.276
16480,2.474
16500,2.1731
16520,2.4634
16540,2.4559
16560,2.4356
16580,2.5524
16600,2.2251
16620,2.2645
16640,2.6222
16660,2.4168
16680,2.3682
16700,2.4492
16720,2.5531
16740,2.3955
16760,2.453
16780,2.7396
16800,2.5216
16820,2.201
16840,2.5077
16860,2.4165
16880,2.5385
16900,2.4278
16920,2.4538
16940,2.5362
16960,2.6086
16980,2.7021
17000,2.6881
17020,2.5695
17040,2.5865
17060,2.3743
17080,2.4783
17100,2.8035
17120,2.7015
17140,2.2543
17160,2.4157
17180,2.4465
17200,2.3738
17220,2.4774
17240,2.5949
17260,2.3019
17280,2.4821
17300,2.5846
17320,2.3335
17340,2.789
17360,2.3855
17380,2.6653
17400,2.821
17420,2.4329
17440,2.5608
17460,2.1838
17480,2.6513
17500,2.6974
17520,2.5765
17540,2.2913
17560,2.4029
17580,2.5007
17600,2.3465
17620,2.6978
17640,2.4872
17660,2.322
17680,2.4348
17700,2.3393
17720,2.3943
17740,2.3099
17760,2.45
17780,2.3278
17800,2.4242
17820,2.5449
17840,2.5385
17860,2.7036
17880,2.4805
17900,2.3638
17920,2.2955
17940,2.5908
17960,2.4491
17980,2.5009
18000,2.7275
18020,2.2924
18040,2.6673
18060,2.2354
18080,2.5431
18100,2.3404
18120,2.3015
18140,2.3682
18160,2.4709
18180,2.2762
18200,2.5041
18220,2.6958
18240,2.5293
18260,2.2568
18280,2.4739
18300,2.5451
18320,2.4181
18340,2.1964
18360,2.411
18380,2.2824
18400,2.7668
18420,2.2997
18440,2.5046
18460,2.2654
18480,2.0037
18500,2.3109
18520,2.5332
18540,2.7735
18560,2.5268
18580,2.3249
18600,2.3142
18620,2.5442
18640,2.5703
18660,2.5043
18680,2.6273
18700,2.3288
18720,2.5335
18740,2.327
18760,2.495
18780,2.8756
18800,2.5337
18820,2.3421
18840,2.4059
18860,2.7616
18880,2.4609
18900,2.551
18920,2.4678
18940,2.4777
18960,2.3776
18980,2.1053
19000,2.3956
19020,2.5399
19040,2.6616
19060,2.6127
19080,2.5739
19100,2.4331
19120,2.7069
19140,2.2024
19160,2.3945
19180,2.3478
19200,2.3446
19220,2.3913
19240,2.2965
19260,2.175
19280,2.4036
19300,2.5877
19320,2.299
19340,2.3715
19360,2.3342
19380,2.7461
19400,2.8515
19420,2.451
19440,2.4157
19460,2.4786
19480,2.504
19500,2.205
19520,2.3194
19540,2.3601
19560,2.4124
19580,2.2471
19600,2.4646
19620,2.3768
19640,2.3988
19660,2.5714
19680,2.545
19700,2.3199
19720,2.5238
19740,2.5033
19760,2.3614
19780,2.5418
19800,2.2209
19820,2.1646
19840,2.2474
19860,2.4408
19880,2.408
19900,2.1003
19920,2.3067
19940,2.4746
19960,2.3927
19980,2.6002
20000,2.2312
20020,2.1839
20040,2.2362
20060,2.5207
20080,2.3697
20100,2.5475
20120,2.3808
20140,2.3178
20160,2.2086
20180,2.1718
20200,2.5022
20220,2.6814
20240,2.597
20260,2.1309
20280,2.3686
20300,2.2769
20320,2.3773
20340,2.3721
20360,2.443
20380,2.9167
20400,2.3262
20420,2.4012
20440,2.1804
20460,2.1983
20480,2.3613
20500,2.2097
20520,2.3002
20540,2.3978
20560,2.3878
20580,2.3721
20600,2.6596
20620,2.4049
20640,2.555
20660,2.1031
20680,2.3987
20700,2.2118
20720,2.6265
20740,2.3415
20760,2.3055
20780,2.2397
20800,2.3581
20820,2.2863
20840,2.2713
20860,2.502
20880,2.3894
20900,2.3423
20920,2.4652
20940,2.4134
20960,2.5957
20980,2.279
21000,2.3139
21020,2.3781
21040,2.4058
21060,2.6715
21080,2.231
21100,2.3456
21120,2.4642
21140,2.1275
21160,2.1251
21180,2.3595
21200,2.4869
21220,2.1911
21240,2.2264
21260,2.4197
21280,2.2948
21300,2.5672
21320,2.2508
21340,2.1573
21360,2.5182
21380,2.4991
21400,2.1571
21420,2.4008
21440,2.426
21460,2.3783
21480,2.0977
21500,2.3934
21520,2.3669
21540,2.2977
21560,2.5416
21580,2.1717
21600,2.5756
21620,2.3105
21640,2.3554
21660,2.3719
21680,2.4097
21700,2.3049
21720,2.5421
21740,2.2782
21760,2.5346
21780,2.3798
21800,2.3651
21820,2.4184
21840,2.4899
21860,2.2983
21880,2.3106
21900,2.0281
21920,2.2938
21940,2.3045
21960,1.9851
21980,2.4586
22000,2.0904
22020,2.5365
22040,2.5824
22060,2.3333
22080,2.4206
22100,2.3002
22120,2.3387
22140,2.4829
22160,2.2307
22180,2.4033
22200,2.4751
22220,2.3811
22240,2.4943
22260,2.3536
22280,2.3781
22300,2.4105
22320,2.3385
22340,2.3928
22360,2.1445
22380,2.248
22400,2.519
22420,2.435
22440,2.4687
22460,2.0774
22480,2.6649
22500,2.2617
22520,2.5712
22540,2.6119
22560,2.4777
22580,2.4229
22600,2.4362
22620,2.4201
22640,2.1142
22660,2.2689
22680,2.3534
22700,2.4044
22720,2.5142
22740,2.0519
22760,2.5901
22780,2.322
22800,2.3096
22820,2.3894
22840,2.2263
22860,2.3805
22880,2.1881
22900,2.401
22920,2.2227
22940,2.192
22960,2.0408
22980,2.3068
23000,2.0893
23020,2.7605
23040,2.4735
23060,2.1894
23080,2.4441
23100,2.4203
23120,2.535
23140,2.4604
23160,2.3386
23180,2.1686
23200,2.4752
23220,2.3962
23240,2.3054
23260,2.2959
23280,2.5844
23300,2.3232
23320,2.3348
23340,2.2872
23360,2.4263
23380,2.3273
23400,2.6163
23420,2.113
23440,2.321
23460,2.1827
23480,2.4341
23500,2.3971
23520,2.4171
23540,2.3063
23560,2.132
23580,2.4314
23600,2.2712
23620,2.2802
23640,2.234
23660,2.045
23680,2.3469
23700,2.4441
23720,2.4211
23740,2.3533
23760,2.2435
23780,2.4364
23800,2.5505
23820,2.424
23840,2.1841
23860,2.2567
23880,2.3812
23900,2.3701
23920,2.052
23940,2.2774
23960,2.2246
23980,2.3411
24000,2.2971
24020,2.3777
24040,2.2801
24060,2.5201
24080,2.4078
24100,2.4954
24120,2.3629
24140,2.3948
24160,2.1216
24180,1.9434
24200,2.4956
24220,2.2132
24240,2.5977
24260,2.5334
24280,2.7275
24300,2.3768
24320,2.564
24340,2.6998
24360,2.2481
24380,2.4692
24400,2.4268
24420,2.3209
24440,2.4174
24460,2.3673
24480,2.0976
24500,2.4025
24520,2.051
24540,2.1646
24560,2.568
24580,2.6871
24600,2.4388
24620,2.5525
24640,2.5439
24660,2.4796
24680,2.3825
24700,2.2892
24720,2.1876
24740,2.201
24760,2.2244
24780,2.4757
24800,2.2288
24820,2.3085
24840,2.3105
24860,1.9398
24880,2.2383
24900,2.5239
24920,2.2785
24940,2.4581
24960,2.263
24980,2.3941
25000,2.719
25020,2.2343
25040,2.514
25060,2.3249
25080,2.374
25100,2.3003
25120,2.2951
25140,2.1685
25160,2.4419
25180,2.2214
25200,2.2946
25220,2.2886
25240,2.7335
25260,2.1884
25280,2.5197
25300,2.2521
25320,2.6106
25340,2.5213
25360,2.5015
25380,2.02
25400,2.2391
25420,2.2552
25440,2.4749
25460,2.1513
25480,2.2663
25500,2.3497
25520,2.3269
25540,2.2436
25560,2.6397
25580,2.0885
25600,2.3889
25620,2.3075
25640,2.2605
25660,2.4851
25680,2.5741
25700,2.5711
25720,2.446
25740,2.2578
25760,2.0337
25780,2.2639
25800,2.5105
25820,2.1421
25840,2.1691
25860,2.2349
25880,2.6193
25900,2.2462
25920,2.3772
25940,2.3153
25960,2.5028
25980,2.1392
26000,2.3527
26020,2.0818
26040,2.427
26060,2.1857
26080,2.4375
26100,2.4854
26120,2.0941
26140,2.4634
26160,2.3158
26180,2.0953
26200,2.2232
26220,2.0312
26240,2.4459
26260,2.2944
26280,2.5711
26300,2.378
26320,2.5058
26340,2.4939
26360,1.9448
26380,2.5147
26400,2.2558
26420,2.0269
26440,2.2572
26460,2.0324
26480,2.2725
26500,2.177
26520,2.577
26540,2.2668
26560,2.3307
26580,1.9546
26600,2.4033
26620,2.3539
26640,2.4561
26660,2.354
26680,2.0849
26700,2.1879
26720,2.3022
26740,2.5876
26760,2.1683
26780,2.0953
26800,2.4711
26820,2.6936
26840,2.6653
26860,2.4092
26880,2.1855
26900,1.9564
26920,2.4637
26940,2.2851
26960,2.5893
26980,2.5918
27000,2.6549
27020,2.1736
27040,2.5307
27060,2.7394
27080,2.3249
27100,2.1315
27120,2.0635
27140,2.5726
27160,2.3857
27180,2.2783
27200,2.4465
27220,2.2926
27240,2.2004
27260,2.2001
27280,2.2013
27300,2.5
27320,2.1338
27340,2.2031
27360,2.6313
27380,2.36
27400,2.5051
27420,2.2291
27440,2.5149
27460,2.6201
27480,2.2391
27500,2.2149
27520,2.5356
27540,2.4412
27560,2.6081
27580,2.2721
27600,2.1748
27620,2.3058
27640,2.2546
27660,1.8818
27680,2.1948
27700,2.1856
27720,2.0438
27740,2.3165
27760,2.0798
27780,2.2672
27800,2.2195
27820,2.3509
27840,2.322
27860,2.1972
27880,2.281
27900,2.5596
27920,2.0531
27940,2.2163
27960,2.1307
27980,2.2941
28000,2.3702
28020,2.2997
28040,2.093
28060,2.5859
28080,2.5401
28100,2.4623
28120,2.6667
28140,2.2539
28160,2.28
28180,2.2413
28200,2.2383
28220,2.0743
28240,2.3604
28260,2.3737
28280,2.2604
28300,2.3289
28320,2.0205
28340,2.3891
28360,2.2714
28380,2.3196
28400,2.2627
28420,2.1821
28440,2.4528
28460,2.1764
28480,2.2113
28500,2.0428
28520,2.6199
28540,2.4473
28560,2.4577
28580,2.2231
28600,2.2473
28620,2.1822
28640,2.0459
28660,1.9755
28680,2.2029
28700,2.5599
28720,2.224
28740,2.5673
28760,2.3741
28780,2.448
28800,2.3157
28820,2.1327
28840,2.2207
28860,2.1044
28880,2.166
28900,2.0017
28920,2.2257
28940,2.2486
28960,2.3414
28980,2.2892
29000,2.3463
29020,2.1299
29040,2.2634
29060,2.0035
29080,2.3296
29100,2.2703
29120,2.0773
29140,2.1594
29160,2.426
29180,2.0405
29200,2.4713
29220,2.722
29240,2.3397
29260,2.7276
29280,2.3492
29300,2.4107
29320,2.2782
29340,2.2562
29360,2.0041
29380,2.2553
29400,2.3593
29420,2.6614
29440,2.0268
29460,2.1724
29480,2.4673
29500,2.3158
29520,2.3361
29540,2.2867
29560,2.323
29580,2.2666
29600,2.1893
29620,2.1753
29640,2.1712
29660,2.0733
29680,2.4217
29700,2.0796
29720,2.3879
29740,2.3776
29760,2.4005
29780,2.3832
29800,2.2906
29820,2.2337
29840,2.385
29860,2.1654
29880,2.267
29900,2.3352
29920,2.475
29940,2.17
29960,2.5953
29980,2.4398
30000,2.4498
30020,2.2257
30040,2.2703
30060,2.4545
30080,2.2026
30100,2.1811
30120,2.2736
30140,2.143
30160,2.4315
30180,2.1727
30200,2.2983
30220,2.312
30240,2.3327
30260,2.1964
30280,2.076
30300,2.3512
30320,2.1758
30340,2.6257
30360,2.1893
30380,2.3389
30400,2.5629
30420,2.2182
30440,2.2077
30460,2.1541
30480,2.1409
30500,2.3027
30520,2.5684
30540,2.1157
30560,2.0582
30580,2.4655
30600,2.366
30620,2.0387
30640,2.1547
30660,2.1366
30680,2.3291
30700,2.3742
30720,2.4806
30740,2.0777
30760,2.019
30780,2.1042
30800,2.2083
30820,2.1162
30840,2.2788
30860,2.2059
30880,2.0762
30900,2.3896
30920,2.3669
30940,2.428
30960,2.3249
30980,2.3084
31000,2.3487
31020,2.3323
31040,2.2023
31060,2.2325
31080,2.074
31100,2.2419
31120,2.2787
31140,2.3191
31160,2.1816
31180,2.3444
31200,2.2474
31220,2.2895
31240,2.2648
31260,2.1396
31280,1.9802
31300,1.9222
31320,2.2642
31340,1.9848
31360,2.1436
31380,2.6776
31400,2.2489
31420,2.4053
31440,1.9015
31460,2.0936
31480,2.1367
31500,2.6236
31520,2.3722
31540,2.1106
31560,2.4959
31580,2.1611
31600,2.1789
31620,2.1664
31640,2.1615
31660,2.094
31680,2.4116
31700,2.1279
31720,1.9006
31740,2.3298
31760,2.4123
31780,2.3231
31800,2.3772
31820,2.1211
31840,2.2146
31860,2.2628
31880,2.0323
31900,2.0747
31920,2.1913
31940,2.1791
31960,2.3
31980,2.1182
32000,2.2509
32020,2.276
32040,2.3578
32060,2.217
32080,2.4402
32100,2.1035
32120,2.1465
32140,2.6404
32160,2.1171
32180,2.2396
32200,2.37
32220,1.8905
32240,2.2536
32260,2.7501
32280,2.0557
32300,2.3535
32320,2.2562
32340,2.1031
32360,2.2858
32380,2.4757
32400,2.1692
32420,2.1261
32440,2.5546
32460,2.2607
32480,2.1328
32500,2.1844
32520,1.9653
32540,2.3837
32560,2.3917
32580,2.0998
32600,1.9816
32620,1.9664
32640,2.0618
32660,2.0376
32680,2.1998
32700,2.352
32720,2.3499
32740,2.0754
32760,2.2182
32780,2.117
32800,2.2703
32820,2.3385
32840,2.0947
32860,2.2737
32880,2.2733
32900,2.2057
32920,2.0887
32940,2.2421
32960,2.0303
32980,2.789
33000,2.3474
33020,2.1585
33040,2.0366
33060,2.1199
33080,2.125
33100,2.074
33120,2.0823
33140,2.2541
33160,2.1557
33180,2.244
33200,2.0096
33220,2.043
33240,2.2735
33260,2.3834
33280,2.4037
33300,2.2174
33320,2.0974
33340,2.2728
33360,2.2497
33380,2.4189
33400,2.2727
33420,2.3519
33440,2.2412
33460,2.1526
33480,2.1735
33500,2.1129
33520,2.1174
33540,2.1117
33560,2.2605
33580,2.0619
33600,2.0728
33620,2.2501
33640,1.8697
33660,2.0251
33680,2.2072
33700,2.0821
33720,1.9339
33740,2.3282
33760,2.0117
33780,2.1087
33800,2.2463
33820,2.3557
33840,2.2525
33860,2.2249
33880,2.229
33900,2.2478
33920,2.3669
33940,2.5202
33960,2.6153
33980,2.5923
34000,2.1929
34020,2.0789
34040,2.1123
34060,2.2531
34080,2.3551
34100,2.3277
34120,2.2451
34140,2.2068
34160,2.4163
34180,2.4663
34200,2.3178
34220,2.0204
34240,2.0564
34260,2.1054
34280,2.2346
34300,2.3422
34320,2.1707
34340,2.3987
34360,2.239
34380,2.216
34400,2.1951
34420,2.1326
34440,2.2972
34460,2.0085
34480,2.1061
34500,2.1832
34520,2.4187
34540,2.2626
34560,2.0897
34580,1.8555
34600,2.1631
34620,1.9456
34640,2.3537
34660,2.2435
34680,2.3058
34700,2.2072
34720,2.2067
34740,2.2488
34760,2.3977
34780,2.1541
34800,2.0791
34820,2.4235
34840,2.2862
34860,2.1513
34880,1.8996
34900,2.1913
34920,2.2336
34940,1.9776
34960,1.8815
34980,2.0143
35000,2.2465
35020,2.3344
35040,2.3394
35060,2.1012
35080,2.0858
35100,2.0533
35120,2.0939
35140,2.1786
35160,2.3417
35180,2.5153
35200,1.9824
35220,2.1754
35240,2.2983
35260,2.2245
35280,1.8952
35300,2.299
35320,2.0416
35340,2.2859
35360,2.2322
35380,2.4077
35400,2.5062
35420,1.9873
35440,2.3478
35460,2.1614
35480,2.0137
