step,loss
8640,1.789
8660,1.6835
8680,1.8092
8700,1.8036
8720,1.8601
8740,1.9423
8760,1.8657
8780,1.8124
8800,1.8607
8820,1.8923
8840,1.9394
8860,1.8689
8880,1.8617
8900,1.7796
8920,1.7408
8940,1.8866
8960,1.9469
8980,1.6866
9000,1.867
9020,1.7066
9040,1.962
9060,1.8113
9080,1.8262
9100,1.9177
9120,1.8693
9140,1.7815
9160,1.7961
9180,1.7779
9200,1.7666
9220,1.9982
9240,1.7446
9260,1.9348
9280,1.8827
9300,1.8663
9320,1.7976
9340,1.888
9360,1.6519
9380,1.51
9400,1.9402
9420,1.8137
9440,1.8537
9460,1.7329
9480,1.977
9500,1.9454
9520,1.8658
9540,1.7823
9560,1.6862
9580,1.7161
9600,1.9246
9620,2.0012
9640,1.7958
9660,1.7206
9680,2.0137
9700,1.7441
9720,1.8706
9740,1.8035
9760,1.7965
9780,1.638
9800,1.8435
9820,1.6496
9840,1.9338
9860,2.1813
9880,1.955
9900,1.7892
9920,1.932
9940,1.6597
9960,1.8798
9980,1.6913
10000,1.8791
10020,1.9613
10040,1.6444
10060,1.8855
10080,1.6126
10100,1.8094
10120,1.9267
10140,2.0138
10160,1.6833
10180,1.8086
10200,1.8352
10220,1.8395
10240,1.7421
10260,1.9012
10280,1.8339
10300,1.7263
10320,1.8525
10340,1.5799
10360,1.8987
10380,1.6901
10400,1.9672
10420,1.8691
10440,2.1178
10460,1.6311
10480,1.8361
10500,1.9654
10520,1.7959
10540,1.7076
10560,1.813
10580,1.6925
10600,1.8319
10620,1.7396
10640,1.774
10660,1.7357
10680,1.8634
10700,1.7644
10720,1.757
10740,1.8849
10760,1.9534
10780,1.7322
10800,1.7645
10820,1.6936
10840,1.7296
10860,1.775
10880,1.7419
10900,1.9099
10920,1.8059
10940,1.7735
10960,1.7178
10980,1.6043
11000,1.7956
11020,1.9075
11040,1.8601
11060,1.8885
11080,1.8359
11100,1.8448
11120,1.819
11140,1.8216
11160,1.9046
11180,1.7664
11200,1.7371
11220,1.7665
11240,1.9287
11260,1.8269
11280,1.8149
11300,1.7795
11320,1.7909
11340,1.7782
11360,1.8989
11380,1.9715
11400,1.8183
11420,1.8956
11440,1.7907
11460,1.8706
11480,1.7679
11500,1.9703
11520,1.8284
11540,1.7706
11560,1.98
11580,1.7349
11600,1.498
11620,1.8877
11640,1.8807
11660,1.8074
11680,1.833
11700,1.8939
11720,1.7115
11740,1.8235
11760,1.9814
11780,1.9236
11800,1.7815
11820,1.8768
11840,1.6372
11860,1.8491
11880,1.9774
11900,1.9625
11920,1.7095
11940,1.7628
11960,1.8906
11980,1.768
12000,1.6819
12020,1.9575
12040,1.9878
12060,1.7286
12080,1.6623
12100,1.9988
12120,1.84
12140,1.7729
12160,1.825
12180,1.848
12200,1.788
12220,1.6053
12240,1.5097
12260,1.844
12280,1.7812
12300,1.7633
12320,1.7194
12340,1.6717
12360,1.8917
12380,1.8506
12400,1.787
12420,1.6739
12440,1.8028
12460,1.7717
12480,1.9383
12500,1.8017
12520,1.9354
12540,1.9607
12560,1.8246
12580,1.9885
12600,1.962
12620,1.9175
12640,1.7598
12660,1.9277
12680,1.9389
12700,1.8545
12720,1.8312
12740,1.6629
12760,1.8039
12780,1.8853
12800,1.7829
12820,1.809
12840,1.7858
12860,1.7653
12880,1.8083
12900,1.7744
12920,1.6838
12940,1.8209
12960,1.8472
12980,1.737
13000,1.8408
13020,1.957
13040,1.8758
13060,1.8714
13080,1.6262
13100,1.6964
13120,1.658
13140,1.8093
13160,1.8578
13180,1.7489
13200,1.8999
13220,2.1472
13240,1.8516
13260,1.7753
13280,1.8809
13300,1.9181
13320,1.8975
13340,1.7591
13360,1.8695
13380,1.7563
13400,1.9031
13420,1.7828
13440,1.9027
13460,1.7955
13480,2.033
13500,1.7525
13520,1.8379
13540,1.8386
13560,1.9444
13580,1.8095
13600,1.8139
13620,1.8104
13640,1.7476
13660,1.9347
13680,1.9181
13700,1.8152
13720,1.8217
13740,1.8042
13760,1.7347
13780,1.6168
13800,1.9615
13820,1.706
13840,1.8875
13860,1.6333
13880,1.7189
13900,2.0043
13920,1.7528
13940,1.6152
13960,1.8798
13980,1.9096
14000,1.7073
14020,1.7946
14040,1.8288
14060,1.8944
14080,1.794
14100,2.0029
14120,1.823
14140,2.0126
14160,1.8003
14180,1.9977
14200,1.8097
14220,1.8105
14240,1.8196
14260,1.7866
14280,1.8971
14300,1.8097
14320,1.9102
14340,1.8384
14360,1.8094
14380,1.5408
14400,1.9378
14420,1.8474
14440,1.7295
14460,1.9806
14480,1.8132
14500,1.6126
14520,1.8374
14540,1.7845
14560,1.9319
14580,1.8625
14600,2.0632
14620,1.9376
14640,1.7487
14660,1.7689
14680,1.7763
14700,1.8712
14720,1.6443
14740,1.7141
14760,1.7159
14780,1.8592
14800,1.8278
14820,1.7501
14840,1.8563
14860,1.8151
14880,1.9373
14900,1.8545
14920,1.9475
14940,1.6451
14960,1.8964
14980,1.7104
15000,1.6546
15020,1.7416
15040,1.8972
15060,1.7834
15080,1.6525
15100,1.8228
15120,1.7801
15140,1.7283
15160,1.9684
15180,1.8723
15200,1.8085
15220,1.7312
15240,1.8098
15260,1.8001
15280,1.7845
15300,1.6611
15320,1.7713
15340,1.7593
15360,1.8433
15380,1.8643
15400,1.8512
15420,1.7263
15440,1.754
15460,1.9562
15480,1.9566
15500,1.7268
15520,1.8317
15540,1.6227
15560,1.7357
15580,1.854
15600,1.7587
15620,1.7899
15640,1.7155
15660,1.8036
15680,1.9947
15700,1.8448
15720,1.7636
15740,1.968
15760,1.669
15780,1.6627
15800,1.8767
15820,1.7397
15840,1.548
15860,1.9084
15880,2.0081
15900,1.7159
15920,1.7854
15940,1.8411
15960,1.4162
15980,1.7173
16000,1.8462
16020,1.7531
16040,1.8104
16060,1.6473
16080,1.8751
16100,1.562
16120,1.9351
16140,1.889
16160,1.9626
16180,1.7667
16200,1.578
16220,1.8139
16240,1.5574
16260,1.7937
16280,1.7404
16300,1.9389
16320,1.8439
16340,1.7936
16360,2.0051
16380,1.8413
16400,1.7087
16420,1.7927
16440,1.6958
16460,1.743
16480,1.5636
16500,1.7563
16520,1.8674
16540,1.6182
16560,1.6976
16580,1.727
16600,1.7981
16620,1.8168
16640,1.7009
16660,1.8293
16680,1.6276
16700,1.8312
16720,1.8114
16740,1.756
16760,1.8776
16780,1.7559
16800,1.924
16820,1.7078
16840,1.93
16860,2.0104
16880,1.7319
16900,1.7741
16920,1.7183
16940,1.8383
16960,1.8523
16980,1.7594
17000,1.6444
17020,1.523
17040,1.8424
17060,1.9713
17080,1.6133
17100,1.8361
17120,1.7331
17140,1.7745
17160,1.683
17180,1.8175
17200,1.8205
17220,1.697
17240,2.0
17260,1.8407
17280,1.9094
17300,1.6865
17320,1.8657
17340,1.7467
17360,1.9042
17380,1.8848
17400,1.6174
17420,1.9823
17440,1.9032
17460,1.8128
17480,1.7923
17500,1.8416
17520,1.8718
17540,1.5764
17560,1.874
17580,1.8535
17600,1.7792
17620,1.6375
17640,1.8592
17660,2.0118
17680,1.7991
17700,1.7059
17720,1.8272
17740,1.6856
17760,1.8462
17780,1.7099
17800,1.8469
17820,1.6903
17840,1.8214
17860,1.6708
17880,1.8672
17900,1.7604
17920,1.8641
17940,1.7807
17960,1.6231
17980,1.9456
18000,1.729
18020,1.8897
18040,1.6357
18060,2.015
18080,1.7017
18100,1.9437
18120,1.5541
18140,1.6894
18160,2.0553
18180,1.6706
18200,1.8377
18220,1.8082
18240,1.8706
18260,1.7215
18280,1.8896
18300,1.7783
18320,1.66
18340,2.0342
18360,1.8755
18380,1.6131
18400,1.6507
18420,1.9472
18440,1.8408
18460,1.8639
18480,1.643
18500,1.8226
18520,1.6698
18540,1.7963
18560,1.8472
18580,1.8119
18600,1.8037
18620,1.714
18640,1.7846
18660,1.7094
18680,1.7246
18700,1.6609
18720,1.8738
18740,1.9147
18760,1.7495
18780,1.7257
18800,1.8838
18820,1.6799
18840,1.7983
18860,1.6326
18880,1.6222
18900,1.8398
18920,1.9214
18940,1.7129
18960,1.7582
18980,1.7572
19000,1.631
19020,1.9212
19040,1.7549
19060,1.7727
19080,1.9301
19100,1.8453
19120,1.6576
19140,1.765
19160,1.7619
19180,1.735
19200,1.706
19220,1.7921
19240,1.7002
19260,1.6864
19280,1.8381
19300,1.8398
19320,1.8563
19340,2.0139
19360,1.8381
19380,1.5087
19400,1.9736
19420,1.6891
19440,1.769
19460,1.8132
19480,1.8276
19500,1.5205
19520,1.7014
19540,1.8068
19560,1.7574
19580,1.7117
19600,1.7856
19620,1.8922
19640,1.8739
19660,1.8599
19680,1.6047
19700,1.9381
19720,1.8051
19740,1.967
19760,1.9138
19780,1.9629
19800,1.6535
19820,1.6803
19840,1.6374
19860,1.8104
19880,1.6267
19900,1.7231
19920,1.7285
19940,1.7436
19960,1.8574
19980,1.7552
20000,1.7536
20020,1.8871
20040,1.7436
20060,1.954
20080,1.5985
20100,1.8274
20120,1.767
20140,1.7732
20160,1.6409
20180,1.6253
20200,1.8916
20220,1.6283
20240,1.9292
20260,1.8371
20280,1.8204
20300,1.9593
20320,1.564
20340,1.9788
20360,1.8699
20380,1.7328
20400,1.6954
20420,1.7557
20440,1.7394
20460,1.7121
20480,1.8389
20500,1.5477
20520,1.7418
20540,1.8318
20560,1.8993
20580,1.551
20600,1.8497
20620,1.9201
20640,1.5492
20660,1.7296
20680,1.6776
20700,1.6882
20720,1.8989
20740,1.5096
20760,1.6558
20780,1.6647
20800,1.5596
20820,1.8708
20840,1.8161
20860,1.9328
20880,1.7379
20900,1.7971
20920,1.7088
20940,1.7457
20960,1.718
20980,1.6366
21000,2.206
21020,1.9334
21040,1.885
21060,1.9597
21080,1.6216
21100,1.894
21120,1.7359
21140,1.7699
21160,1.7451
21180,1.9354
21200,1.661
21220,1.8245
21240,1.8108
21260,1.8038
21280,1.7294
21300,1.8489
21320,1.6917
21340,1.768
21360,1.7286
21380,1.7412
21400,1.8478
21420,1.7385
21440,1.6533
21460,1.7985
21480,1.7632
21500,1.8394
21520,2.022
21540,1.7282
21560,1.9402
21580,1.7491
21600,1.8071
21620,1.7803
21640,1.8878
21660,1.8406
21680,1.5102
21700,1.7652
21720,1.7431
21740,1.6603
21760,1.7942
21780,1.7598
21800,1.8088
21820,1.7593
21840,1.9694
21860,2.0608
21880,1.7048
21900,1.6117
21920,1.8866
21940,1.5376
21960,1.7136
21980,1.6216
22000,1.7619
22020,1.8521
22040,1.8303
22060,1.7095
22080,1.6891
22100,1.5902
22120,1.8
22140,1.6026
22160,1.6743
22180,1.7609
22200,1.8734
22220,1.8373
22240,1.6652
22260,1.7294
22280,1.9498
22300,1.6349
22320,1.9753
22340,1.6654
22360,1.7573
22380,1.8636
22400,1.701
22420,1.5789
22440,1.8533
22460,1.7969
22480,1.8151
22500,1.5948
22520,1.694
22540,1.7277
22560,1.9849
22580,1.7879
22600,1.9197
22620,1.8042
22640,1.9498
22660,1.8215
22680,1.7048
22700,1.8211
22720,1.7782
22740,1.6151
22760,1.8217
22780,1.7202
22800,1.7556
22820,1.6695
22840,1.6934
22860,1.9083
22880,1.8346
22900,1.7404
22920,1.7479
22940,1.8155
22960,1.532
22980,1.8158
23000,1.7826
23020,1.6933
23040,1.8123
23060,1.7747
23080,1.7324
23100,1.8371
23120,1.5844
23140,1.6454
23160,1.6001
23180,1.8195
23200,1.8033
23220,1.8123
23240,1.8466
23260,1.7605
23280,1.8657
23300,1.6992
23320,1.7303
23340,1.7285
23360,1.7074
23380,1.7362
23400,1.5498
23420,1.7267
23440,1.6529
23460,1.8436
23480,1.705
23500,1.8928
23520,1.701
23540,1.8213
23560,1.7334
23580,1.6692
23600,1.8238
23620,1.9102
23640,1.8084
23660,1.965
23680,1.7787
23700,1.9291
23720,1.786
23740,1.9437
23760,1.7668
23780,1.7881
23800,1.9127
23820,1.7188
23840,1.7545
23860,1.8117
23880,1.4973
23900,1.5616
23920,1.846
23940,1.6824
23960,1.9294
23980,1.7097
24000,1.8294
24020,1.7838
24040,1.6382
24060,1.6519
24080,1.6781
24100,2.1488
24120,1.6548
24140,1.8241
24160,1.977
24180,1.8548
24200,1.6486
24220,1.6789
24240,1.6914
24260,1.8845
24280,1.7115
24300,1.9231
24320,1.81
24340,1.818
24360,1.8505
24380,1.8373
24400,1.7564
24420,1.7808
24440,1.8167
24460,1.7988
24480,1.883
24500,1.9297
24520,1.9689
24540,1.8901
24560,1.7595
24580,1.6791
24600,1.7918
24620,1.7561
24640,1.9361
24660,1.8991
24680,1.8393
24700,1.684
24720,1.8286
24740,1.6969
24760,1.8352
24780,1.9584
24800,1.7018
24820,1.6509
24840,1.6376
24860,1.8367
24880,1.7682
24900,1.8702
24920,1.6309
24940,1.7301
24960,1.834
24980,1.8286
25000,1.7708
25020,1.86
25040,1.7666
25060,1.6856
25080,1.7829
25100,1.8185
25120,1.9014
25140,1.481
25160,1.9904
25180,1.6969
25200,1.6162
25220,1.6736
25240,2.0184
25260,1.7715
25280,1.7638
25300,1.848
25320,1.9263
25340,1.7593
25360,1.8772
25380,1.6802
25400,1.7136
25420,1.7829
25440,1.7734
25460,1.9075
25480,1.7166
25500,1.8954
25520,1.9829
25540,1.8329
25560,1.4369
25580,1.7119
25600,1.8754
25620,1.6793
25640,1.6726
25660,1.5979
25680,1.9143
25700,1.7834
25720,1.6143
25740,1.5443
25760,1.663
25780,1.8078
25800,1.7457
25820,1.6839
25840,1.7043
25860,1.6751
25880,1.8006
25900,1.8747
25920,1.7253
25940,1.7803
25960,1.5096
25980,1.694
26000,1.8805
26020,1.7955
26040,1.4771
26060,1.7016
26080,1.6678
26100,1.8084
26120,1.8599
26140,1.5905
26160,1.6579
26180,1.6883
26200,1.8685
26220,1.7769
26240,1.6381
26260,1.7098
26280,1.8196
26300,1.7134
26320,1.7906
26340,1.8575
26360,1.785
26380,2.0343
26400,1.561
26420,1.7048
26440,1.808
26460,1.6891
26480,1.805
26500,1.7162
26520,1.7618
26540,1.774
26560,1.8036
26580,1.7414
26600,1.8543
26620,1.7331
26640,1.756
26660,1.6143
26680,1.7489
26700,1.7887
26720,1.7916
26740,1.8129
26760,1.6407
26780,1.7223
26800,1.6961
26820,1.638
26840,1.8005
26860,1.9361
26880,1.7323
26900,1.7699
26920,1.5769
26940,1.6106
26960,1.5044
26980,1.8635
27000,1.735
27020,1.6626
27040,1.7828
27060,1.8133
27080,1.7878
27100,1.6192
27120,1.8226
27140,1.8179
27160,1.5667
27180,1.7091
27200,1.8941
27220,1.6119
27240,1.752
27260,1.7339
27280,1.7349
27300,1.6003
27320,1.5585
27340,1.4788
27360,1.5848
27380,1.9304
27400,1.6456
27420,1.6999
27440,1.9418
27460,1.7922
27480,1.8495
27500,1.9011
27520,1.6846
27540,1.7429
27560,1.731
27580,1.8208
27600,1.6278
27620,1.8314
27640,1.8138
27660,1.9541
27680,1.9952
27700,1.8388
27720,1.7463
27740,1.9292
27760,1.858
27780,1.6108
27800,1.7655
27820,1.8914
27840,1.752
27860,1.8809
27880,1.6774
27900,1.6812
27920,1.8851
27940,1.8047
27960,1.7638
27980,1.9881
28000,1.741
28020,1.8315
28040,2.0541
28060,1.6871
28080,1.785
28100,1.5392
28120,1.7171
28140,1.6146
28160,1.7685
28180,2.0143
28200,1.7623
28220,1.8425
28240,1.8487
28260,1.6469
28280,1.919
28300,1.7693
28320,1.8816
28340,1.7262
28360,1.8442
28380,1.9192
28400,1.7061
28420,1.7851
28440,1.5862
28460,1.8102
28480,1.7477
28500,1.808
28520,1.7574
28540,1.79
28560,1.8832
28580,1.7759
28600,1.7717
28620,1.8971
28640,1.907
28660,1.9841
28680,1.8228
28700,1.7538
28720,1.5627
28740,1.6222
28760,1.9716
28780,1.9176
28800,1.7224
28820,1.5975
28840,1.4707
28860,1.5626
28880,1.7998
28900,1.6655
28920,1.8622
28940,1.5938
28960,1.6866
28980,1.6659
29000,1.7654
29020,1.8192
29040,1.8382
29060,1.749
29080,2.0121
29100,1.825
29120,1.6262
29140,1.6503
29160,1.7211
29180,1.7432
29200,1.7923
29220,1.6092
29240,1.712
29260,1.7022
29280,1.8254
29300,1.7838
29320,1.8147
29340,1.8482
29360,1.8594
29380,1.77
29400,1.7551
29420,1.8019
29440,1.7676
29460,1.7525
29480,1.7786
29500,1.6792
29520,1.867
29540,1.75
29560,1.8815
29580,1.7378
29600,1.7498
29620,1.6696
29640,1.7985
29660,1.7303
29680,1.8202
29700,1.7255
29720,1.5236
29740,1.8692
29760,1.6812
29780,1.8559
29800,1.6314
29820,1.8297
29840,1.524
29860,1.7627
29880,1.7458
29900,1.8427
29920,1.7562
29940,1.715
29960,1.677
29980,1.8269
30000,1.7962
30020,1.7105
30040,1.8488
30060,1.8279
30080,1.8702
30100,1.6526
30120,1.7775
30140,1.8041
30160,1.6988
30180,1.6481
30200,1.7274
30220,1.7763
30240,1.6389
30260,1.6934
30280,1.7262
30300,1.7597
30320,1.4803
30340,1.7035
30360,1.9433
30380,1.8196
30400,1.777
30420,1.8675
30440,1.7298
30460,1.7571
30480,1.6112
30500,1.5724
30520,1.878
30540,1.9724
30560,1.7835
30580,1.6087
30600,1.5397
30620,1.6365
30640,1.6308
30660,1.8074
30680,1.9106
30700,1.8328
30720,1.6492
30740,1.7113
30760,1.6617
30780,1.65
30800,1.493
30820,1.7814
30840,1.654
30860,1.5576
30880,1.7447
30900,1.7995
30920,1.6478
30940,1.7736
30960,1.6558
30980,1.8134
31000,1.8069
31020,1.6018
31040,1.8635
31060,1.8129
31080,1.6609
31100,1.7577
31120,1.6427
31140,1.8385
31160,1.4836
31180,1.8307
31200,1.8042
31220,1.7678
31240,1.657
31260,1.7078
31280,1.6896
31300,1.8127
31320,1.6909
31340,1.6923
31360,1.7678
31380,1.735
31400,1.7539
31420,1.8453
31440,1.7209
31460,1.7009
31480,1.9633
31500,1.9093
31520,1.8131
31540,1.7635
31560,1.7682
31580,1.7529
31600,1.7912
31620,1.5864
31640,1.8424
31660,1.7501
31680,1.7836
31700,1.5809
31720,1.7833
31740,1.7319
31760,1.8145
31780,1.6366
31800,1.6334
31820,1.7656
31840,1.8532
31860,1.9069
31880,1.9121
31900,1.836
31920,1.7332
31940,1.6822
31960,1.8323
31980,1.731
32000,1.8032
32020,1.5449
32040,1.9121
32060,1.7495
32080,1.6862
32100,1.6147
32120,1.3738
32140,1.4817
32160,1.7963
32180,1.6098
32200,1.7796
32220,1.8323
32240,1.5964
32260,1.6146
32280,1.6181
32300,1.8662
32320,1.3777
32340,1.9324
32360,1.5129
32380,1.6708
32400,1.7844
32420,1.7265
32440,2.0027
32460,1.8932
32480,1.5557
32500,1.712
32520,1.694
32540,1.8018
32560,1.626
32580,1.7831
32600,1.8051
32620,1.8576
32640,1.6785
32660,1.7634
32680,1.8309
32700,1.9272
32720,1.8129
32740,1.7629
32760,1.862
32780,1.6613
32800,1.684
32820,1.7885
32840,1.937
32860,1.768
32880,1.983
32900,1.7805
32920,1.8975
32940,1.5874
32960,1.7665
32980,1.8347
33000,1.8309
33020,1.5273
33040,1.6681
33060,1.6478
33080,1.6991
33100,1.576
33120,1.9001
33140,1.7507
33160,1.8754
33180,1.6124
33200,1.6828
33220,1.7132
33240,1.5399
33260,1.6471
33280,1.6309
33300,1.721
33320,1.9339
33340,1.7675
33360,1.6948
33380,1.7242
33400,1.5354
33420,1.6606
33440,1.8561
33460,1.6293
33480,1.7965
33500,1.7404
33520,1.7487
33540,1.9258
33560,1.5916
33580,1.7367
33600,1.8944
33620,1.7931
33640,1.8946
33660,1.745
33680,1.7421
33700,1.9683
33720,1.7381
33740,1.6578
33760,1.7356
33780,1.5499
33800,1.6437
33820,1.66
33840,1.7574
33860,1.8029
33880,1.639
33900,1.8064
33920,1.6779
33940,1.7261
33960,2.015
33980,1.6729
34000,1.6058
34020,1.7872
34040,1.6642
34060,1.6622
34080,1.7182
34100,1.6629
34120,1.6683
34140,1.83
34160,1.6285
34180,1.6576
34200,1.9068
34220,1.8786
34240,1.8478
34260,1.8088
34280,1.4397
34300,1.8087
34320,1.7183
34340,1.9571
34360,1.8118
34380,1.9628
34400,1.8288
34420,1.5696
34440,1.6917
34460,1.6974
34480,1.794
34500,2.006
34520,1.9511
34540,1.6739
34560,1.7564
34580,1.5877
34600,1.7673
34620,1.7884
34640,1.6613
34660,1.7122
34680,1.7115
34700,1.7772
34720,1.8009
34740,1.7388
34760,1.7907
34780,1.905
34800,2.0428
34820,1.6404
34840,1.6572
34860,1.8059
34880,1.6452
34900,1.764
34920,1.8738
34940,1.7011
34960,1.7302
34980,1.7964
35000,1.6951
35020,1.7357
35040,1.4935
35060,1.7659
35080,1.5659
35100,1.6706
35120,1.7343
35140,1.8241
35160,1.7285
35180,1.6996
35200,1.8064
35220,1.7488
35240,1.6375
35260,1.7613
35280,1.808
35300,1.5734
35320,1.9349
35340,1.7189
35360,1.7168
35380,1.9453
35400,1.5818
35420,1.7638
35440,1.8744
35460,1.8422
35480,1.8441
35500,1.6637
35520,1.8048
35540,1.6084
35560,1.5662
